419.5,23837.90226,2.95542,0.08321,0.27219,0.27141,0.34548,0.08135,0.00187,0.28455
420,23809.52381,2.9519,0.07841,0.26539,0.26771,0.34013,0.0777,4.55262E-4,0.28193
420.5,23781.21284,2.94839,0.07624,0.2606,0.26496,0.3356,0.07504,0.00111,0.27925
421,23752.96912,2.94489,0.07356,0.25471,0.26199,0.3309,0.0727,1.34809E-4,0.2765
421.5,23724.79241,2.9414,0.06996,0.24864,0.25951,0.32533,0.06963,-1.91424E-4,0.27395
422,23696.68246,2.93791,0.06727,0.2431,0.25618,0.32053,0.06731,-7.45497E-4,0.271
422.5,23668.63905,2.93444,0.06482,0.23816,0.25365,0.3157,0.06518,-8.43907E-4,0.26873
423,23640.66194,2.93097,0.06153,0.23199,0.25027,0.30997,0.06239,-0.00165,0.26508
423.5,23612.75089,2.92751,0.05936,0.22675,0.24656,0.30509,0.06044,-0.00109,0.26269
424,23584.90566,2.92406,0.05698,0.22121,0.24337,0.29988,0.05852,-0.00156,0.25978
424.5,23557.12603,2.92061,0.0541,0.215,0.23999,0.29383,0.05566,-0.00272,0.2555
425,23529.41176,2.91718,0.05177,0.21013,0.23626,0.28874,0.05392,-0.00261,0.25349
425.5,23501.76263,2.91375,0.0491,0.20424,0.23234,0.28325,0.05135,-0.00337,0.24993
426,23474.1784,2.91033,0.04625,0.19848,0.22963,0.2775,0.04904,-0.00379,0.24638
426.5,23446.65885,2.90692,0.04499,0.1938,0.22566,0.27297,0.04758,-0.00327,0.24433
427,23419.20375,2.90351,0.0425,0.18799,0.22211,0.26684,0.0453,-0.00352,0.23999
427.5,23391.81287,2.90012,0.04062,0.18265,0.21833,0.26118,0.04352,-0.00404,0.23662
428,23364.48598,2.89673,0.03851,0.17773,0.21419,0.25621,0.04188,-0.00402,0.2338
428.5,23337.22287,2.89335,0.03661,0.17276,0.2113,0.25085,0.04027,-0.00456,0.23057
429,23310.02331,2.88998,0.03551,0.16823,0.20725,0.24518,0.03872,-0.00391,0.22768
429.5,23282.88708,2.88661,0.03368,0.16324,0.20372,0.24096,0.03733,-0.0049,0.22388
430,23255.81395,2.88326,0.03055,0.15752,0.19955,0.23413,0.03438,-0.00602,0.21996
430.5,23228.80372,2.87991,0.02976,0.15366,0.19616,0.22985,0.03389,-0.00517,0.21737
431,23201.85615,2.87657,0.02848,0.14929,0.19233,0.22516,0.03322,-0.00529,0.21377
431.5,23174.97103,2.87323,0.02681,0.14428,0.18894,0.21936,0.03154,-0.00547,0.21086
432,23148.14815,2.86991,0.02534,0.14013,0.18533,0.21484,0.03003,-0.00592,0.20741
432.5,23121.38728,2.86659,0.02461,0.13654,0.18171,0.2101,0.0296,-0.00591,0.20461
433,23094.68822,2.86328,0.02245,0.13166,0.1783,0.20517,0.02777,-0.00603,0.2008
433.5,23068.05075,2.85998,0.02162,0.12787,0.17432,0.20013,0.02708,-0.00561,0.19813
434,23041.47465,2.85668,0.02034,0.12327,0.17066,0.19478,0.02624,-0.0062,0.19512
434.5,23014.95972,2.85339,0.0186,0.11895,0.16626,0.18948,0.02474,-0.00653,0.19062
435,22988.50575,2.85011,0.01813,0.11532,0.16309,0.18542,0.02432,-0.00577,0.18855
435.5,22962.11251,2.84684,0.01692,0.1112,0.15897,0.18025,0.02329,-0.00683,0.1847
436,22935.77982,2.84358,0.01539,0.10833,0.15601,0.17568,0.02313,-0.00608,0.18189
436.5,22909.50745,2.84032,0.01517,0.10417,0.1519,0.1716,0.02204,-0.00592,0.17899
437,22883.29519,2.83707,0.01332,0.10017,0.1484,0.16656,0.02091,-0.00645,0.17565
437.5,22857.14286,2.83383,0.0131,0.09746,0.14512,0.16321,0.02146,-0.00538,0.17294
438,22831.05023,2.83059,0.01237,0.09383,0.14139,0.15864,0.02051,-0.00567,0.1695
438.5,22805.0171,2.82737,0.01083,0.09051,0.13796,0.15427,0.01986,-0.00604,0.16707
439,22779.04328,2.82415,0.01051,0.08755,0.1343,0.15036,0.01936,-0.00611,0.16402
439.5,22753.12856,2.82093,0.00979,0.08459,0.1311,0.14654,0.0191,-0.00596,0.16126
440,22727.27273,2.81773,0.00827,0.08123,0.12794,0.14215,0.01808,-0.00622,0.1582
440.5,22701.4756,2.81453,0.00837,0.07915,0.12495,0.13893,0.0183,-0.00538,0.15633
441,22675.73696,2.81134,0.00742,0.07636,0.12217,0.13583,0.01868,-0.00563,0.15383
441.5,22650.05663,2.80815,0.00734,0.07386,0.11922,0.13174,0.01813,-0.00546,0.15128
442,22624.43439,2.80498,0.00641,0.07165,0.11606,0.12871,0.01804,-0.00494,0.14906
442.5,22598.87006,2.80181,0.0057,0.0685,0.1128,0.1252,0.01762,-0.00504,0.14667
443,22573.36343,2.79865,0.00534,0.06646,0.11099,0.12243,0.018,-0.00458,0.14456
443.5,22547.91432,2.79549,0.00497,0.06466,0.10799,0.11912,0.01766,-0.00438,0.14296
444,22522.52252,2.79234,0.00357,0.06179,0.10502,0.11547,0.01762,-0.00465,0.14049
444.5,22497.18785,2.7892,0.0042,0.06012,0.10282,0.11289,0.01801,-0.00357,0.13825
445,22471.91011,2.78607,0.0033,0.0581,0.09969,0.11022,0.0181,-0.00334,0.13605
445.5,22446.68911,2.78294,0.00289,0.0556,0.09732,0.10752,0.01767,-0.00374,0.13401
446,22421.52466,2.77982,0.00223,0.05475,0.09499,0.1058,0.01881,-0.00248,0.13267
446.5,22396.41657,2.77671,0.00215,0.0528,0.09255,0.10271,0.01849,-0.00275,0.13134
447,22371.36465,2.7736,0.0014,0.05111,0.09079,0.10029,0.01874,-0.00209,0.12958
447.5,22346.36872,2.7705,0.00194,0.04957,0.08888,0.09834,0.0195,-0.00182,0.12837
448,22321.42857,2.76741,7.6908E-4,0.04754,0.0863,0.09618,0.01938,-0.00193,0.12679
448.5,22296.54404,2.76433,4.75735E-4,0.04613,0.08447,0.09339,0.01928,-0.00116,0.12509
449,22271.71492,2.76125,-2.0621E-4,0.04526,0.08231,0.09223,0.02003,-9.79415E-5,0.12429
449.5,22246.94105,2.75818,-1.10504E-4,0.04366,0.08051,0.09023,0.0199,-9.12348E-4,0.12308
450,22222.22222,2.75511,-8.92614E-4,0.04264,0.07883,0.08818,0.02073,1.4574E-5,0.12219
450.5,22197.55827,2.75205,-2.93679E-4,0.04179,0.07768,0.08715,0.0212,7.69375E-4,0.1213
451,22172.949,2.749,-0.00126,0.04026,0.07581,0.08563,0.02179,7.70869E-4,0.12024
451.5,22148.39424,2.74596,-0.00128,0.03901,0.07423,0.08391,0.02169,9.43973E-4,0.1193
452,22123.89381,2.74292,-0.00133,0.03859,0.07285,0.08276,0.02204,0.00183,0.11881
452.5,22099.44751,2.73989,-0.00216,0.03711,0.07177,0.08159,0.02247,0.0019,0.11804
453,22075.05519,2.73687,-0.00229,0.03656,0.0707,0.08043,0.02349,0.00298,0.1173
453.5,22050.71665,2.73385,-0.00225,0.03569,0.06957,0.07943,0.02421,0.00308,0.11726
454,22026.43172,2.73084,-0.00329,0.03457,0.06785,0.07808,0.02436,0.00354,0.11727
454.5,22002.20022,2.72783,-0.00277,0.03434,0.06739,0.07799,0.02568,0.00479,0.11674
455,21978.02198,2.72484,-0.00254,0.03396,0.06658,0.0773,0.02641,0.00551,0.11653
455.5,21953.89682,2.72184,-0.00292,0.03286,0.06609,0.07642,0.02715,0.00598,0.11698
456,21929.82456,2.71886,-0.00356,0.03241,0.06484,0.07555,0.02755,0.00675,0.11688
456.5,21905.80504,2.71588,-0.00403,0.03177,0.06427,0.07508,0.0284,0.00655,0.11663
457,21881.83807,2.71291,-0.00391,0.03126,0.06395,0.07469,0.02922,0.00747,0.11684
