 5.0000     1127.00
 5.2210     1126.00
 5.4421     1185.00
 5.6631     1260.00
 5.8842     1213.00
 6.1052     1307.00
 6.3263     1275.00
 6.5473     1339.00
 6.7684     1351.00
 6.9894     1382.00
 7.2105     1420.00
 7.4315     1410.00
 7.6526     1457.00
 7.8736     1467.00
 8.0947     1404.00
 8.3157     1341.00
 8.5368     1347.00
 8.7578     1292.00
 8.9789     1337.00
 9.1999     1321.00
 9.4210     1332.00
 9.6420     1287.00
 9.8631     1297.00
10.0841     1190.00
10.3052     1184.00
10.5262     1180.00
10.7473     1172.00
10.9683     1162.00
11.1894     1125.00
11.4104     1066.00
11.6315     1081.00
11.8525     1054.00
12.0736      975.00
12.2947     1022.00
12.5157     1019.00
12.7368     1099.00
12.9578      978.00
13.1789      973.00
13.3999      986.00
13.6210      929.00
13.8420      908.00
14.0631      982.00
14.2841      946.00
14.5052      892.00
14.7262      916.00
14.9473      969.00
15.1683      864.00
15.3894      902.00
15.6104      855.00
15.8315      952.00
16.0525      926.00
16.2736      906.00
16.4946      887.00
16.7157      858.00
16.9367      843.00
17.1578      854.00
17.3788      865.00
17.5998      884.00
17.8209      812.00
18.0419      843.00
18.2630      912.00
18.4840      908.00
18.7051      877.00
18.9261      863.00
19.1472      894.00
19.3682      905.00
19.5893      880.00
19.8103      861.00
20.0314      805.00
20.2524      908.00
20.4735      873.00
20.6945      949.00
20.9156      909.00
21.1366      909.00
21.3577      926.00
21.5787      886.00
21.7998      857.00
22.0208      908.00
22.2419      937.00
22.4629      921.00
22.6840      843.00
22.9050      924.00
23.1261      943.00
23.3471      918.00
23.5682      964.00
23.7892      946.00
24.0103      900.00
24.2313      900.00
24.4524      913.00
24.6734      937.00
24.8945      939.00
25.1155      970.00
25.3366      878.00
25.5576      850.00
25.7787      895.00
25.9997      866.00
26.2208      863.00
26.4418      852.00
26.6629      760.00
26.8839      811.00
27.1050      761.00
27.3260      781.00
27.5471      751.00
27.7681      747.00
27.9892      759.00
28.2102      747.00
28.4313      716.00
28.6523      753.00
28.8734      729.00
29.0944      681.00
29.3155      645.00
29.5365      589.00
29.7576      663.00
29.9786      688.00
30.1997      624.00
30.4207      643.00
30.6418      665.00
30.8628      658.00
31.0839      598.00
31.3049      668.00
31.5260      634.00
31.7470      654.00
31.9681      673.00
32.1891      632.00
32.4102      651.00
32.6313      664.00
32.8523      663.00
33.0733      625.00
33.2944      691.00
33.5155      652.00
33.7365      612.00
33.9575      621.00
34.1786      635.00
34.3997      640.00
34.6207      655.00
34.8417      651.00
35.0628      662.00
35.2839      679.00
35.5049      677.00
35.7259      712.00
35.9470      707.00
36.1681      664.00
36.3891      690.00
36.6101      668.00
36.8312      668.00
37.0523      700.00
37.2733      698.00
37.4943      669.00
37.7154      676.00
37.9365      727.00
38.1575      745.00
38.3785      681.00
38.5996      652.00
38.8207      698.00
39.0417      713.00
39.2627      700.00
39.4838      641.00
39.7049      750.00
39.9259      720.00
40.1469      707.00
40.3680      731.00
40.5891      736.00
40.8101      681.00
41.0311      731.00
41.2522      763.00
41.4733      773.00
41.6943      768.00
41.9153      782.00
42.1364      820.00
42.3575      849.00
42.5785      799.00
42.7995      814.00
43.0206      804.00
43.2416      833.00
43.4627      882.00
43.6837      883.00
43.9048      869.00
44.1258      856.00
44.3469     1212.00
44.5679     2144.00
44.7890     1943.00
45.0100     1253.00
45.2311      858.00
45.4521      749.00
45.6732      736.00
45.8942      694.00
46.1153      714.00
46.3363      688.00
46.5574      676.00
46.7784      658.00
46.9995      602.00
47.2205      650.00
47.4416      641.00
47.6626      616.00
47.8837      631.00
48.1048      620.00
48.3258      658.00
48.5468      629.00
48.7679      645.00
48.9890      627.00
49.2100      540.00
49.4310      628.00
49.6521      670.00
49.8732      602.00
50.0942      636.00
50.3152      561.00
50.5363      601.00
50.7574      573.00
50.9784      619.00
51.1994      623.00
51.4205      641.00
51.6416      689.00
51.8626     1054.00
52.0836     1141.00
52.3047      910.00
52.5258      714.00
52.7468      610.00
52.9678      585.00
53.1889      573.00
53.4100      600.00
53.6310      585.00
53.8520      595.00
54.0731      567.00
54.2942      539.00
54.5152      598.00
54.7362      590.00
54.9573      586.00
55.1784      563.00
55.3994      572.00
55.6204      549.00
55.8415      617.00
56.0626      553.00
56.2836      590.00
56.5046      543.00
56.7257      554.00
56.9468      611.00
57.1678      578.00
57.3888      549.00
57.6099      578.00
57.8310      604.00
58.0520      550.00
58.2730      628.00
58.4941      579.00
58.7152      579.00
58.9362      591.00
59.1572      587.00
59.3783      617.00
59.5994      622.00
59.8204      625.00
60.0414      611.00
60.2625      618.00
60.4836      626.00
60.7046      615.00
60.9256      674.00
61.1467      649.00
61.3678      608.00
61.5888      626.00
61.8098      647.00
62.0309      621.00
62.2520      616.00
62.4730      593.00
62.6940      630.00
62.9151      667.00
63.1362      629.00
63.3572      653.00
63.5782      630.00
63.7993      588.00
64.0203      579.00
64.2414      571.00
64.4625      583.00
64.6835      626.00
64.9046      579.00
65.1256      604.00
65.3466      568.00
65.5677      557.00
65.7887      574.00
66.0098      575.00
66.2309      522.00
66.4519      570.00
66.6730      547.00
66.8940      536.00
67.1150      529.00
67.3361      512.00
67.5571      536.00
67.7782      487.00
67.9993      544.00
68.2203      564.00
68.4413      494.00
68.6624      515.00
68.8834      496.00
69.1045      506.00
69.3255      528.00
69.5466      522.00
69.7677      478.00
69.9887      496.00
70.2097      478.00
70.4308      465.00
70.6518      510.00
70.8729      473.00
71.0939      484.00
71.3150      509.00
71.5361      519.00
71.7571      479.00
71.9781      478.00
72.1992      461.00
72.4202      495.00
72.6413      512.00
72.8623      464.00
73.0834      508.00
73.3045      487.00
73.5255      526.00
73.7465      501.00
73.9676      504.00
74.1886      479.00
74.4097      485.00
74.6307      499.00
74.8518      489.00
