[nm]	norm A
	
350	0.233781414
350.5	0.236338399
351	0.23918761
351.5	0.241744594
352	0.244082408
352.5	0.246858562
353	0.249853887
353.5	0.252337814
354	0.255260082
354.5	0.258255406
355	0.261177674
355.5	0.264026885
356	0.267168323
356.5	0.270236704
357	0.273305085
357.5	0.276446523
358	0.279295733
358.5	0.282583285
359	0.285651666
359.5	0.28886616
360	0.292372881
360.5	0.295587376
361	0.29902104
361.5	0.301943308
362	0.305376973
362.5	0.308591467
363	0.312390415
363.5	0.315385739
364	0.319038574
364.5	0.322472238
365	0.326052016
365.5	0.329558738
366	0.333065459
366.5	0.336718293
367	0.340078901
367.5	0.343950906
368	0.347676797
368.5	0.351329632
369	0.355274693
369.5	0.359000584
370	0.362872589
370.5	0.367402104
371	0.371274109
371.5	0.37543834
372	0.379675628
372.5	0.38405903
373	0.388004091
373.5	0.392387493
374	0.397063121
374.5	0.401519579
375	0.406268264
375.5	0.411090006
376	0.415911748
376.5	0.420879603
377	0.425555231
377.5	0.430815313
378	0.436002338
378.5	0.441627703
379	0.447033898
379.5	0.45273232
380	0.458284629
380.5	0.464056108
381	0.470265926
381.5	0.476256575
382	0.482393337
382.5	0.489260666
383	0.495543542
383.5	0.502118644
384	0.508912916
384.5	0.515707189
385	0.522866745
385.5	0.529734074
386	0.536820573
386.5	0.543907072
387	0.551651081
387.5	0.55873758
388	0.566189363
388.5	0.573568089
389	0.580800701
389.5	0.588252484
390	0.595265926
390.5	0.602498539
391	0.609804208
391.5	0.616525424
392	0.623611923
392.5	0.630040912
393	0.636323787
393.5	0.642679719
394	0.648378141
394.5	0.654222677
395	0.659555815
395.5	0.664596727
396	0.669345412
396.5	0.673509643
397	0.677308591
397.5	0.681107539
398	0.683810637
398.5	0.686440678
399	0.688559322
399.5	0.690020456
400	0.690604909
400.5	0.691408533
401	0.69126242
401.5	0.690897136
402	0.689362946
402.5	0.688267095
403	0.686075395
403.5	0.683810637
404	0.680888369
404.5	0.677673875
405	0.674167154
405.5	0.669929866
406	0.665692577
406.5	0.661455289
407	0.656487434
407.5	0.651665693
408	0.646259497
408.5	0.641072472
409	0.63581239
409.5	0.630260082
410	0.62456166
410.5	0.618863238
411	0.613237873
411.5	0.607247224
412	0.601548802
412.5	0.59563121
413	0.590005845
413.5	0.584088252
414	0.578389831
414.5	0.572618352
415	0.566773816
415.5	0.560783168
416	0.555157802
416.5	0.54924021
417	0.543176505
417.5	0.537697253
418	0.531925774
418.5	0.526227352
419	0.520382817
419.5	0.514611338
420	0.50883986
420.5	0.503287551
421	0.497589129
421.5	0.49181765
422	0.486411455
422.5	0.48078609
423	0.475379895
423.5	0.469681473
424	0.464348334
424.5	0.459161309
425	0.453755114
425.5	0.448641146
426	0.443527177
426.5	0.438705435
427	0.43373758
427.5	0.428915839
428	0.424313267
428.5	0.419783752
429	0.415254237
429.5	0.410870836
430	0.406706604
430.5	0.402469316
431	0.398524255
431.5	0.394506137
432	0.390926359
432.5	0.387127411
433	0.38362069
433.5	0.380260082
434	0.377045587
434.5	0.373831093
435	0.370762712
435.5	0.367767387
436	0.364918177
436.5	0.362068966
437	0.359438925
437.5	0.356735827
438	0.354398013
438.5	0.352060199
439	0.349722385
439.5	0.347457627
440	0.34541204
440.5	0.343366452
441	0.341466978
441.5	0.339640561
442	0.337741087
442.5	0.335987726
443	0.334307423
443.5	0.332700175
444	0.331092928
444.5	0.329631794
445	0.328024547
445.5	0.326490357
446	0.325102279
446.5	0.323641146
447	0.322253068
447.5	0.320718878
448	0.319330801
448.5	0.317869667
449	0.316408533
449.5	0.315020456
450	0.313559322
450.5	0.312171245
451	0.310710111
451.5	0.309175921
452	0.307714787
452.5	0.30632671
453	0.304938632
453.5	0.303550555
454	0.302089421
454.5	0.300847458
455	0.299532437
455.5	0.298290473
456	0.29704851
456.5	0.295806546
457	0.294710695
457.5	0.293614845
458	0.292665108
458.5	0.291642314
459	0.290765634
459.5	0.289815897
460	0.289012274
460.5	0.28842782
461	0.28777031
461.5	0.287185856
462	0.286674459
462.5	0.286163063
463	0.285578609
463.5	0.285286382
464	0.284921099
464.5	0.284774985
465	0.284482759
465.5	0.284336645
466	0.284117475
466.5	0.284044418
467	0.283971362
467.5	0.283825248
468	0.283825248
468.5	0.283825248
469	0.283971362
469.5	0.284117475
470	0.284336645
470.5	0.284409702
471	0.284628872
471.5	0.284774985
472	0.284994155
472.5	0.285213326
473	0.285359439
473.5	0.285651666
474	0.285870836
474.5	0.286163063
475	0.286455289
475.5	0.286747516
476	0.287039743
476.5	0.287405026
477	0.287624196
477.5	0.28798948
478	0.288281707
478.5	0.28864699
479	0.289012274
479.5	0.2893045
480	0.289596727
480.5	0.289962011
481	0.290327294
481.5	0.290692577
482	0.290984804
482.5	0.291350088
483	0.291715371
483.5	0.292080655
484	0.292445938
484.5	0.292811222
485	0.293176505
485.5	0.293541788
486	0.293980129
486.5	0.294345412
487	0.294710695
487.5	0.295075979
488	0.295441262
488.5	0.295879603
489	0.296317943
489.5	0.296756283
490	0.297121566
490.5	0.297632963
491	0.29814436
491.5	0.2985827
492	0.299094097
492.5	0.299605494
493	0.300116891
493.5	0.300701344
494	0.301212741
494.5	0.301797195
495	0.302454705
495.5	0.303039158
496	0.303696669
496.5	0.304354179
497	0.305084746
497.5	0.305815313
498	0.30654588
498.5	0.307276447
499	0.30808007
499.5	0.309029807
500	0.309906487
500.5	0.310783168
501	0.311805961
501.5	0.312901812
502	0.313924605
502.5	0.315093513
503	0.316335476
503.5	0.31757744
504	0.318892461
504.5	0.320207481
505	0.321668615
505.5	0.323056692
506	0.324590883
506.5	0.326052016
507	0.327586207
507.5	0.329047341
508	0.330654588
508.5	0.332188778
509	0.333796026
509.5	0.335330216
510	0.33701052
510.5	0.338617767
511	0.340151958
511.5	0.341832262
512	0.343512566
512.5	0.34519287
513	0.34694623
513.5	0.348626534
514	0.350526008
514.5	0.352352425
515	0.354251899
515.5	0.35622443
516	0.358196961
516.5	0.360315605
517	0.362434249
517.5	0.36462595
518	0.366890707
518.5	0.369228521
519	0.371566335
519.5	0.373977206
520	0.376461134
520.5	0.379018118
521	0.381575102
521.5	0.384205143
522	0.386835184
522.5	0.389538282
523	0.392241379
523.5	0.395017534
524	0.397866745
524.5	0.400642899
525	0.403565167
525.5	0.406414378
526	0.409336645
526.5	0.41233197
527	0.415327294
527.5	0.418322618
528	0.421390999
528.5	0.42445938
529	0.427527762
529.5	0.430596143
530	0.433810637
530.5	0.436879018
531	0.440093513
531.5	0.44323495
532	0.446522501
532.5	0.449736996
533	0.453024547
533.5	0.456385155
534	0.459745763
534.5	0.463106371
535	0.466540035
535.5	0.470046756
536	0.473480421
536.5	0.477060199
537	0.48056692
537.5	0.484146698
538	0.487726476
538.5	0.49137931
539	0.494959088
539.5	0.49868498
540	0.502410871
540.5	0.506209819
541	0.50993571
541.5	0.513807715
542	0.517679719
542.5	0.521551724
543	0.525423729
543.5	0.529295733
544	0.533240795
544.5	0.537185856
545	0.541130918
545.5	0.545075979
546	0.549167154
546.5	0.553185272
547	0.557276447
547.5	0.561367621
548	0.565531853
548.5	0.569696084
549	0.573933372
549.5	0.57817066
550	0.582481005
550.5	0.586718293
551	0.590955582
551.5	0.595265926
552	0.599503214
552.5	0.603886616
553	0.608270018
553.5	0.612507306
554	0.616890707
554.5	0.621347165
555	0.625730567
555.5	0.630187025
556	0.634643483
556.5	0.639026885
557	0.643483343
557.5	0.647866745
558	0.652323203
558.5	0.656706604
559	0.661016949
559.5	0.665473407
560	0.669856809
560.5	0.674313267
561	0.678769725
561.5	0.68308007
562	0.687682642
562.5	0.6921391
563	0.696522501
563.5	0.70097896
564	0.705435418
564.5	0.709745763
565	0.714275278
565.5	0.718585622
566	0.722969024
566.5	0.727279369
567	0.73166277
567.5	0.735900058
568	0.740210403
568.5	0.744593805
569	0.74890415
569.5	0.753068381
570	0.757305669
570.5	0.761469901
571	0.765707189
571.5	0.769798364
