[nm]	norm A
	
350	0.288074381
350.5	0.291224835
351	0.294298448
351.5	0.297679422
352	0.300445674
352.5	0.303749808
353	0.306977102
353.5	0.310281236
354	0.313969571
354.5	0.317196865
355	0.320885201
355.5	0.324189335
356	0.328108191
356.5	0.331566006
357	0.335177501
357.5	0.338942677
358	0.342477332
358.5	0.346396189
359	0.350084524
359.5	0.35377286
360	0.357691717
360.5	0.361687414
361	0.365759951
361.5	0.369371446
362	0.373520824
362.5	0.377286
363	0.381128016
363.5	0.385200553
364	0.388812049
364.5	0.393038266
365	0.397033963
365.5	0.401260181
366	0.404948517
366.5	0.409251575
367	0.413554633
367.5	0.417704011
368	0.42208391
368.5	0.425849086
369	0.430459505
369.5	0.435146765
370	0.439142462
370.5	0.443906562
371	0.448901183
371.5	0.453665284
372	0.458045182
372.5	0.462886123
373	0.468188105
373.5	0.472875365
374	0.478100507
374.5	0.48347933
375	0.488858153
375.5	0.494544337
376	0.500153681
376.5	0.505686184
377	0.51167973
377.5	0.517596435
378	0.523820501
378.5	0.529660366
379	0.536038113
379.5	0.542646381
380	0.548870447
380.5	0.555786077
381	0.562778546
381.5	0.569694176
382	0.576917166
382.5	0.584063316
383	0.591593668
383.5	0.599354541
384	0.606961734
384.5	0.615029968
385	0.62263716
385.5	0.630398033
386	0.638543107
386.5	0.64630398
387	0.654525895
387.5	0.662517289
388	0.670431843
388.5	0.678730598
389	0.686107269
389.5	0.694329184
390	0.702320578
390.5	0.709466728
391	0.716766559
391.5	0.72406639
392	0.73121254
392.5	0.737743968
393	0.744352236
393.5	0.750883664
394	0.756416167
394.5	0.76179499
395	0.767020132
395.5	0.772014753
396	0.776625173
396.5	0.779929307
397	0.783540802
397.5	0.786844936
398	0.788842785
398.5	0.790917473
399	0.79245428
399.5	0.792992162
400	0.793145843
400.5	0.792684801
401	0.792070078
401.5	0.790533272
402	0.788612264
402.5	0.786153373
403	0.783156601
403.5	0.780082988
404	0.775779929
404.5	0.771707392
405	0.767096972
405.5	0.762332872
406	0.75710773
406.5	0.751498386
407	0.745812202
407.5	0.739588136
408	0.73344091
408.5	0.727140003
409	0.721069617
409.5	0.714845551
410	0.708160443
410.5	0.701705855
411	0.695328108
411.5	0.689104042
412	0.682803135
412.5	0.676271707
413	0.670431843
413.5	0.663900415
414	0.65790687
414.5	0.652143845
415	0.646380821
415.5	0.640617796
416	0.635008452
416.5	0.62970647
417	0.624481328
417.5	0.619486707
418	0.614184724
418.5	0.609497464
419	0.604579683
419.5	0.600199785
420	0.595435685
420.5	0.591055786
421	0.586752728
421.5	0.58244967
422	0.578607653
422.5	0.574535116
423	0.570616259
423.5	0.567004764
424	0.563239588
424.5	0.559704933
425	0.556016598
425.5	0.552558783
426	0.549100968
426.5	0.545950515
427	0.5424927
427.5	0.539342247
428	0.536268634
428.5	0.53311818
429	0.530121408
429.5	0.526894114
430	0.523974182
430.5	0.52113109
431	0.518287998
431.5	0.515214385
432	0.512371292
432.5	0.5095282
433	0.506685108
433.5	0.503995697
434	0.500998924
434.5	0.498386353
435	0.495543261
435.5	0.49293069
436	0.490087598
436.5	0.487244506
437	0.484631935
437.5	0.481788843
438	0.479176272
438.5	0.47633318
439	0.473643768
439.5	0.470877517
440	0.467957584
440.5	0.465268173
441	0.46234824
441.5	0.459505148
442	0.456508376
442.5	0.453511603
443	0.45051483
443.5	0.447287536
444	0.444213923
444.5	0.44098663
445	0.437836176
445.5	0.434532042
446	0.431381589
446.5	0.428077455
447	0.424850161
447.5	0.421546027
448	0.418318734
448.5	0.4150146
449	0.411787306
449.5	0.408713693
450	0.40556324
450.5	0.402796988
451	0.399723375
451.5	0.396880283
452	0.394114031
452.5	0.39150146
453	0.38919625
