[nm]	norm A
	
350	0.235482494
350.5	0.238186735
351	0.240748648
351.5	0.243595218
352	0.246299459
352.5	0.249217193
353	0.25234842
353.5	0.255123826
354	0.258468545
354.5	0.26138628
355	0.264802163
355.5	0.268004555
356	0.271349274
356.5	0.274765158
357	0.278252206
357.5	0.28166809
358	0.285155138
358.5	0.28871335
359	0.292627384
359.5	0.296043268
360	0.299886137
360.5	0.304084828
361	0.308070026
361.5	0.311557074
362	0.3156846
362.5	0.319669798
363	0.32372616
363.5	0.327996015
364	0.332194705
364.5	0.33646456
365	0.340876744
365.5	0.345075434
366	0.349558782
366.5	0.354042129
367	0.35873897
367.5	0.363293481
368	0.367776829
368.5	0.372615998
369	0.378024481
369.5	0.383005978
370	0.387845147
370.5	0.393324794
371	0.398306291
371.5	0.403999431
372	0.409550242
372.5	0.414816396
373	0.420296043
373.5	0.425989183
374	0.431753487
374.5	0.43766012
375	0.443780245
375.5	0.44990037
376	0.455878167
376.5	0.462140621
377	0.46833191
377.5	0.474380871
378	0.480999146
378.5	0.487332764
379	0.493879875
379.5	0.50049815
380	0.506902932
380.5	0.513592371
381	0.520352975
381.5	0.527113578
382	0.533874182
382.5	0.540563621
383	0.547466553
383.5	0.554369485
384	0.561130088
384.5	0.567606035
385	0.574508967
385.5	0.581056077
386	0.587603188
386.5	0.594363792
387	0.600626245
387.5	0.606675206
388	0.61343581
388.5	0.619769428
389	0.625462568
389.5	0.631298036
390	0.636706519
390.5	0.64225733
391	0.64745232
391.5	0.652291489
392	0.656774836
392.5	0.661542841
393	0.665243382
393.5	0.669584401
394	0.672644463
394.5	0.675918019
395	0.678479932
395.5	0.680828352
396	0.682536294
396.5	0.68381725
397	0.684386564
397.5	0.685169371
398	0.685454028
398.5	0.684955878
399	0.684030743
399.5	0.682820951
400	0.681539994
400.5	0.67912041
401	0.676914318
401.5	0.674210077
402	0.670865357
402.5	0.667520638
403	0.663748933
403.5	0.659407913
404	0.65499573
404.5	0.650441218
405	0.645886707
405.5	0.64126103
406	0.635923712
406.5	0.63087105
407	0.625391403
407.5	0.619769428
408	0.614645602
408.5	0.608952462
409	0.603472815
409.5	0.597708511
410	0.591801879
410.5	0.586108739
411	0.580415599
411.5	0.574580131
412	0.568744663
412.5	0.562766866
413	0.557073726
413.5	0.551309422
414	0.545545118
414.5	0.539638486
415	0.534087674
415.5	0.528252206
416	0.522559066
416.5	0.516937091
417	0.511101623
417.5	0.505550811
418	0.5
418.5	0.494449189
419	0.48911187
419.5	0.483561059
420	0.478081412
420.5	0.472886422
421	0.467549103
421.5	0.462211785
422	0.456945631
422.5	0.451964133
423	0.446840307
423.5	0.44185881
424	0.436948477
424.5	0.432109308
425	0.427341304
425.5	0.422573299
426	0.418161116
426.5	0.413606604
427	0.409194421
427.5	0.404924566
428	0.40079704
428.5	0.396527185
429	0.392541987
429.5	0.388699118
430	0.384785084
430.5	0.381155707
431	0.377384002
431.5	0.373754626
432	0.370338742
432.5	0.366922858
433	0.363649303
433.5	0.360304583
434	0.357102192
434.5	0.353970965
435	0.350982067
435.5	0.347993168
436	0.34500427
436.5	0.342015371
437	0.33931113
437.5	0.336393396
438	0.333831483
438.5	0.331056077
439	0.328494165
439.5	0.325932252
440	0.323441503
440.5	0.321093083
441	0.318815827
441.5	0.316538571
442	0.314332479
442.5	0.312126388
443	0.310062625
443.5	0.30814119
444	0.306219755
444.5	0.304369485
445	0.302519214
445.5	0.300811272
446	0.299174495
446.5	0.297608881
447	0.296043268
447.5	0.294691147
448	0.293267862
448.5	0.291986906
449	0.290705949
449.5	0.289567321
450	0.288428693
450.5	0.287503558
451	0.286436095
451.5	0.285439795
452	0.284585824
