[nm]	norm A
	
350	0.235169492
350.5	0.237726476
351	0.24050263
351.5	0.243132671
352	0.246127995
352.5	0.248758036
353	0.251753361
353.5	0.254675628
354	0.257963179
354.5	0.260958504
355	0.264246055
355.5	0.267387493
356	0.270675044
356.5	0.274108708
357	0.277688486
357.5	0.280976037
358	0.284482759
358.5	0.28820865
359	0.291642314
359.5	0.295587376
360	0.29924021
360.5	0.303112215
361	0.30720339
361.5	0.310637054
362	0.314801286
362.5	0.318600234
363	0.322837522
363.5	0.327001753
364	0.331092928
364.5	0.335111046
365	0.339494448
365.5	0.343877849
366	0.348115137
366.5	0.352571596
367	0.357174167
367.5	0.361776739
368	0.366306254
368.5	0.371274109
369	0.37609585
369.5	0.381209819
370	0.386104617
370.5	0.391583869
371	0.396843951
371.5	0.402104033
372	0.407583285
372.5	0.41320865
373	0.418541788
373.5	0.42402104
374	0.429792519
374.5	0.435563998
375	0.441408533
375.5	0.447545295
376	0.453901227
376.5	0.459745763
377	0.465882525
377.5	0.472238457
378	0.478302162
378.5	0.484658095
379	0.491306254
379.5	0.497808299
380	0.504237288
380.5	0.510666277
381	0.517533606
381.5	0.523889538
382	0.530537697
382.5	0.537185856
383	0.543907072
383.5	0.550774401
384	0.55742256
384.5	0.564070719
385	0.570791935
385.5	0.577367037
386	0.583796026
386.5	0.590225015
387	0.59672706
387.5	0.603156049
388	0.609219755
388.5	0.615575687
389	0.621201052
389.5	0.627483928
390	0.633036236
390.5	0.638588545
391	0.64399474
391.5	0.648816482
392	0.653784337
392.5	0.658606078
393	0.663062537
393.5	0.666715371
394	0.670368206
394.5	0.673728814
395	0.676504968
395.5	0.679646406
396	0.681838106
396.5	0.683591467
397	0.684906487
397.5	0.685637054
398	0.685929281
398.5	0.686221508
399	0.685490941
399.5	0.684614261
400	0.683153127
400.5	0.681107539
401	0.679281122
401.5	0.676504968
402	0.673436587
402.5	0.670295149
403	0.666350088
403.5	0.662478083
404	0.657875511
404.5	0.653419053
405	0.648670368
405.5	0.643702513
406	0.638588545
406.5	0.633328463
407	0.627630041
407.5	0.622150789
408	0.61637931
408.5	0.610388662
409	0.604544126
409.5	0.598407364
410	0.592343659
410.5	0.586206897
411	0.580143191
411.5	0.574006429
412	0.567869667
412.5	0.561732905
413	0.555523086
413.5	0.549386324
414	0.543322618
414.5	0.537039743
415	0.531122151
415.5	0.524766219
416	0.518848627
416.5	0.512784921
417	0.506721216
417.5	0.500803624
418	0.494812975
418.5	0.489114553
419	0.483416131
419.5	0.477717709
420	0.47194623
420.5	0.466247808
421	0.4606955
421.5	0.455289305
422	0.449810053
422.5	0.444549971
423	0.439362946
423.5	0.434029807
424	0.429061952
424.5	0.424167154
425	0.419272355
425.5	0.414450614
426	0.409774985
426.5	0.405318527
427	0.400862069
427.5	0.396551724
428	0.392314436
428.5	0.388223261
429	0.384205143
429.5	0.380406195
430	0.376607247
430.5	0.372881356
431	0.369301578
431.5	0.365648743
432	0.362434249
432.5	0.359146698
433	0.355859147
433.5	0.352717709
434	0.349722385
434.5	0.346800117
435	0.343950906
435.5	0.341028638
436	0.338252484
436.5	0.335549386
437	0.332992402
437.5	0.330362361
438	0.32773232
438.5	0.325248393
439	0.322837522
439.5	0.320499708
440	0.318088837
440.5	0.315824079
441	0.313705435
441.5	0.311586791
442	0.309541204
442.5	0.30742256
443	0.305450029
443.5	0.303696669
444	0.301943308
444.5	0.300189947
445	0.298509643
445.5	0.29682934
446	0.295295149
446.5	0.293834015
447	0.292518995
447.5	0.291057861
448	0.289815897
448.5	0.28864699
449	0.287405026
449.5	0.286309176
450	0.285213326
450.5	0.284336645
451	0.283313852
451.5	0.282437171
452	0.281633548
452.5	0.280829924
453	0.280099357
453.5	0.279514904
454	0.278857393
454.5	0.278419053
455	0.2778346
455.5	0.277323203
456	0.277030976
456.5	0.276446523
457	0.276227352
457.5	0.275862069
458	0.275642899
458.5	0.275423729
459	0.275204559
459.5	0.275058445
460	0.274912332
460.5	0.274839275
461	0.274766219
461.5	0.274766219
462	0.274766219
462.5	0.274766219
463	0.274766219
463.5	0.274766219
464	0.274839275
464.5	0.274985389
465	0.275058445
465.5	0.275131502
466	0.275350672
466.5	0.275423729
467	0.275569842
467.5	0.275789012
468	0.275862069
468.5	0.276154296
469	0.276300409
469.5	0.276373466
470	0.276665693
470.5	0.276884863
471	0.277030976
471.5	0.277250146
472	0.277542373
472.5	0.277688486
473	0.277907656
473.5	0.278126826
474	0.278345996
474.5	0.278565167
475	0.278784337
475.5	0.27893045
476	0.27914962
476.5	0.27936879
477	0.279514904
477.5	0.279734074
478	0.2800263
478.5	0.280172414
479	0.280391584
479.5	0.280610754
480	0.280829924
480.5	0.281122151
481	0.281341321
481.5	0.281560491
482	0.281779661
482.5	0.282144944
483	0.282364115
483.5	0.282583285
484	0.282948568
484.5	0.283240795
485	0.283606078
485.5	0.283971362
486	0.284263589
486.5	0.284701929
487	0.285067212
487.5	0.285505552
488	0.285870836
488.5	0.286309176
489	0.286820573
489.5	0.287258913
490	0.28777031
490.5	0.288354763
491	0.28886616
491.5	0.28952367
492	0.290035067
492.5	0.290765634
493	0.291496201
493.5	0.292153711
494	0.292884278
494.5	0.293614845
495	0.294418469
495.5	0.295295149
496	0.296098773
496.5	0.296975453
497	0.29792519
497.5	0.298874927
498	0.299897721
498.5	0.300920514
499	0.302016365
499.5	0.303112215
500	0.304281122
500.5	0.305523086
501	0.306838106
501.5	0.308153127
502	0.309614261
502.5	0.311148451
503	0.312682642
503.5	0.314289889
504	0.315897136
504.5	0.317650497
505	0.319403857
505.5	0.321230275
506	0.323056692
506.5	0.325029223
507	0.326928697
507.5	0.328828171
508	0.330800701
508.5	0.332773232
509	0.334745763
509.5	0.336645237
510	0.338617767
510.5	0.340663355
511	0.342635885
511.5	0.344681473
512	0.34672706
512.5	0.348699591
513	0.350891292
513.5	0.353009936
514	0.355201636
514.5	0.357466394
515	0.359731151
515.5	0.362142022
516	0.36462595
516.5	0.367109877
517	0.369666861
517.5	0.372369959
518	0.375146113
518.5	0.377922268
519	0.380698422
519.5	0.383693746
520	0.386762127
520.5	0.389757452
521	0.392971946
521.5	0.396113384
522	0.399400935
522.5	0.402688486
523	0.405976037
523.5	0.409336645
524	0.41277031
524.5	0.416203974
525	0.419783752
525.5	0.423217417
526	0.426797195
526.5	0.430450029
527	0.434102864
527.5	0.437828755
528	0.44148159
528.5	0.445207481
529	0.449006429
529.5	0.452805377
530	0.456604325
530.5	0.46047633
531	0.464275278
531.5	0.468220339
532	0.4721654
532.5	0.476110462
533	0.48012858
533.5	0.484219755
534	0.488310929
534.5	0.492475161
535	0.496639392
535.5	0.500803624
536	0.505040912
536.5	0.509424313
537	0.513661601
537.5	0.518045003
538	0.522355348
538.5	0.526811806
539	0.531268264
539.5	0.535724722
540	0.540254237
540.5	0.544856809
541	0.549386324
541.5	0.554061952
542	0.558664524
542.5	0.563340152
543	0.568088837
543.5	0.572764465
544	0.577586207
544.5	0.582334892
545	0.587083577
545.5	0.591832262
546	0.596654004
546.5	0.601548802
547	0.6064436
547.5	0.611411455
548	0.616306254
548.5	0.621347165
549	0.62631502
549.5	0.631355932
550	0.636396844
550.5	0.641437756
551	0.646405611
551.5	0.651373466
552	0.656487434
552.5	0.661528346
553	0.666569258
553.5	0.671610169
554	0.676724138
554.5	0.68176505
555	0.686879018
555.5	0.692066043
556	0.697180012
556.5	0.702147867
557	0.707188778
557.5	0.71222969
558	0.717124489
558.5	0.722092344
559	0.726987142
559.5	0.731954997
560	0.736703682
560.5	0.741671537
561	0.746639392
561.5	0.751388077
562	0.756355932
562.5	0.761177674
563	0.765853302
563.5	0.770675044
564	0.775350672
564.5	0.7800263
565	0.784701929
565.5	0.7893045
566	0.793834015
566.5	0.79836353
567	0.802893045
567.5	0.80720339
568	0.811659848
568.5	0.815970193
569	0.820280538
569.5	0.824517826
570	0.828755114
570.5	0.832992402
571	0.836937463
571.5	0.840955582
572	0.8449737
572.5	0.848772648
573	0.852644652
573.5	0.856370544
574	0.859950321
574.5	0.863676213
575	0.867475161
575.5	0.870981882
576	0.874488603
576.5	0.877995324
577	0.881428989
577.5	0.884789597
578	0.887931034
578.5	0.891145529
579	0.89421391
579.5	0.897282291
580	0.900423729
580.5	0.903345996
581	0.906195207
581.5	0.909044418
582	0.911820573
582.5	0.91452367
583	0.917153711
583.5	0.919929866
584	0.92248685
584.5	0.924970777
585	0.927308591
585.5	0.929719462
586	0.932057276
586.5	0.934248977
587	0.936367621
587.5	0.938486265
588	0.940677966
588.5	0.94257744
589	0.944623027
589.5	0.946595558
590	0.948421975
590.5	0.950321449
591	0.95207481
591.5	0.953682057
592	0.955362361
592.5	0.957188778
593	0.958869082
593.5	0.96025716
594	0.96179135
594.5	0.963252484
595	0.964640561
595.5	0.965882525
596	0.967270602
596.5	0.968585622
597	0.969900643
597.5	0.970923437
598	0.972311514
598.5	0.973480421
599	0.974576271
599.5	0.975526008
600	0.976767972
600.5	0.977644652
601	0.978594389
601.5	0.97947107
602	0.980420807
602.5	0.981370544
603	0.982320281
603.5	0.983123904
604	0.983927528
604.5	0.984658095
605	0.985388662
605.5	0.986265342
606	0.986995909
606.5	0.987653419
607	0.988310929
607.5	0.98896844
608	0.98962595
608.5	0.990137347
609	0.990794857
609.5	0.991233197
610	0.991744594
610.5	0.992329047
611	0.992767387
611.5	0.993132671
612	0.993571011
612.5	0.993936295
613	0.994374635
613.5	0.994886032
614	0.995178258
614.5	0.995543542
615	0.995762712
615.5	0.996127995
616	0.996420222
616.5	0.996785506
617	0.997077732
617.5	0.997223846
618	0.997589129
618.5	0.997662186
619	0.998027469
619.5	0.998246639
620	0.998392753
620.5	0.99868498
621	0.998831093
621.5	0.998977206
622	0.999196376
622.5	0.999269433
623	0.999196376
623.5	0.999415546
624	0.999634717
624.5	0.999634717
625	0.999707773
625.5	0.99978083
626	0.99978083
626.5	0.999853887
627	0.999853887
627.5	0.99978083
628	1
628.5	1
629	1
629.5	0.999926943
630	0.999926943
630.5	0.999926943
631	0.99978083
631.5	0.999707773
632	0.99956166
632.5	0.99956166
633	0.999415546
633.5	0.99934249
634	0.99934249
634.5	0.999196376
635	0.998977206
635.5	0.998831093
636	0.99868498
636.5	0.998392753
637	0.998319696
637.5	0.998027469
638	0.997881356
638.5	0.997589129
639	0.997443016
639.5	0.997296902
640	0.996858562
640.5	0.996639392
641	0.996347165
641.5	0.995981882
642	0.995689655
642.5	0.995470485
643	0.995178258
643.5	0.994739918
644	0.994374635
644.5	0.994009351
645	0.993571011
645.5	0.993132671
646	0.992840444
646.5	0.992329047
647	0.99181765
647.5	0.991306254
648	0.99094097
648.5	0.990429573
649	0.989918177
649.5	0.989333723
650	0.988822326
650.5	0.988310929
651	0.987580362
651.5	0.986995909
652	0.986411455
652.5	0.985827002
653	0.985169492
653.5	0.984438925
654	0.983781414
654.5	0.982977791
655	0.982320281
655.5	0.981516657
656	0.980713033
656.5	0.97990941
657	0.979178843
657.5	0.978156049
658	0.977425482
658.5	0.976475745
659	0.975526008
659.5	0.974649328
660	0.973626534
660.5	0.972749854
661	0.971800117
661.5	0.97063121
662	0.96975453
662.5	0.968512566
663	0.967489772
663.5	0.966393922
664	0.965078901
664.5	0.963983051
665	0.962814144
665.5	0.961499123
666	0.960184103
666.5	0.958942139
667	0.957627119
667.5	0.956165985
668	0.954850964
668.5	0.953316774
669	0.951928697
669.5	0.950394506
670	0.948933372
670.5	0.947326125
671	0.945645821
671.5	0.944111631
672	0.942504383
672.5	0.940824079
673	0.939070719
673.5	0.937317358
674	0.935490941
674.5	0.93373758
675	0.931838106
675.5	0.929938632
676	0.928112215
676.5	0.926066628
677	0.924094097
677.5	0.92204851
678	0.919856809
678.5	0.917811222
679	0.915473407
679.5	0.913354763
680	0.911163063
680.5	0.908898305
681	0.906487434
681.5	0.904076563
682	0.901665693
682.5	0.899181765
683	0.896770894
683.5	0.894140853
684	0.891656926
684.5	0.889026885
685	0.886396844
685.5	0.883693746
686	0.880990649
686.5	0.878214494
687	0.875511397
687.5	0.872808299
688	0.869959088
688.5	0.867036821
689	0.864041496
689.5	0.861119229
690	0.858196961
690.5	0.855055523
691	0.852060199
691.5	0.848918761
692	0.845777323
692.5	0.842562829
693	0.839275278
693.5	0.835987726
694	0.832627119
694.5	0.829266511
695	0.825905903
695.5	0.822399182
696	0.818965517
696.5	0.815458796
697	0.811879018
697.5	0.808226184
698	0.804646406
698.5	0.801066628
699	0.797340736
699.5	0.793760959
700	0.790692577
700.5	0.786236119
701	0.782510228
701.5	0.778857393
702	0.774912332
702.5	0.771186441
703	0.767314436
703.5	0.763369375
704	0.75949737
704.5	0.755479252
705	0.751534191
705.5	0.747589129
706	0.743571011
706.5	0.73962595
707	0.735534775
707.5	0.731370544
708	0.727279369
708.5	0.723115137
709	0.718877849
709.5	0.714713618
710	0.71047633
710.5	0.706165985
711	0.702001753
711.5	0.697691409
712	0.693381064
712.5	0.689070719
713	0.684906487
713.5	0.680596143
714	0.676358854
714.5	0.67204851
715	0.667738165
715.5	0.663354763
716	0.658971362
716.5	0.65458796
717	0.650277615
717.5	0.645821157
718	0.641364699
718.5	0.636981297
719	0.632524839
719.5	0.628141438
720	0.623758036
720.5	0.619301578
721	0.61484512
