[nm]	norm A
	
350	0.237337517
350.5	0.239877484
351	0.242716271
351.5	0.245405648
352	0.2477215
352.5	0.250634992
353	0.253473779
353.5	0.25638727
354	0.259599582
354.5	0.262363664
355	0.26535186
355.5	0.268340057
356	0.271627073
356.5	0.274540565
357	0.277827581
357.5	0.280890483
358	0.284252204
358.5	0.287315105
359	0.290602122
359.5	0.293963843
360	0.297250859
360.5	0.300687285
361	0.304273121
361.5	0.307186613
362	0.310847154
362.5	0.314507695
363	0.317794711
363.5	0.321380547
364	0.325041088
364.5	0.328701629
365	0.332138055
365.5	0.335798596
366	0.339384431
366.5	0.343343792
367	0.346854923
367.5	0.350888988
368	0.354848349
368.5	0.358583595
369	0.362692365
369.5	0.366726431
370	0.370835201
370.5	0.375392201
371	0.379650381
371.5	0.384057971
372	0.387942627
372.5	0.392499626
373	0.397131331
373.5	0.401613626
374	0.406544151
374.5	0.41125056
375	0.41625579
375.5	0.421186314
376	0.426191543
376.5	0.431047363
377	0.436276707
377.5	0.441580756
378	0.44710892
378.5	0.452412969
379	0.458090542
379.5	0.463917526
380	0.469744509
380.5	0.475720902
381	0.48192141
381.5	0.488196623
382	0.494621246
382.5	0.501494098
383	0.507844016
383.5	0.514642163
384	0.52173913
384.5	0.528387868
385	0.53555954
385.5	0.542581802
386	0.549902884
386.5	0.556925146
387	0.564246227
387.5	0.571791424
388	0.57933662
388.5	0.586358882
389	0.593754669
389.5	0.601075751
390	0.608247423
390.5	0.61504557
391	0.622366652
391.5	0.629164799
392	0.635589422
392.5	0.642238159
393	0.648662782
393.5	0.65471388
394	0.660466159
394.5	0.665919618
395	0.671223667
395.5	0.676378306
396	0.680711191
396.5	0.684969371
397	0.688555207
397.5	0.692066338
398	0.695054535
398.5	0.697220977
399	0.6990886
399.5	0.700732108
400	0.701105633
400.5	0.701927387
401	0.701703272
401.5	0.701180338
402	0.700209174
402.5	0.698490961
403	0.696698043
403.5	0.694083371
404	0.691244584
404.5	0.688032273
405	0.684371732
405.5	0.680412371
406	0.676303601
406.5	0.671671896
407	0.666666667
407.5	0.661736142
408	0.656805618
408.5	0.651202749
409	0.645823995
409.5	0.639997012
410	0.634618258
410.5	0.628641865
411	0.622889586
411.5	0.616913193
412	0.611086209
412.5	0.605109816
413	0.599133423
413.5	0.593231735
414	0.587330046
414.5	0.581204243
415	0.575451965
415.5	0.569400867
416	0.563573883
416.5	0.55744808
417	0.551471687
417.5	0.545569999
418	0.53981772
418.5	0.533766622
419	0.528089048
419.5	0.52218736
420	0.516285672
420.5	0.510383983
421	0.504631705
421.5	0.498804721
422	0.493201853
422.5	0.487524279
423	0.481772001
423.5	0.476094427
424	0.470640968
424.5	0.465187509
425	0.459808755
425.5	0.454430001
426	0.449125952
426.5	0.444046018
427	0.439115494
427.5	0.434184969
428	0.429403855
428.5	0.424697445
429	0.42006574
429.5	0.41565815
430	0.411325265
430.5	0.40699238
431	0.402958315
431.5	0.398774839
432	0.394964889
432.5	0.391154938
433	0.387569102
433.5	0.383983266
434	0.38069625
434.5	0.377409234
435	0.374196922
435.5	0.371059316
436	0.368220529
436.5	0.365307037
437	0.36246825
437.5	0.359853578
438	0.357388316
438.5	0.354848349
439	0.352532497
439.5	0.350291349
440	0.348050202
440.5	0.346033169
441	0.344090841
441.5	0.342223218
442	0.340206186
442.5	0.338487973
443	0.336695055
443.5	0.335200956
444	0.333482743
444.5	0.331988645
445	0.330345137
445.5	0.328851038
446	0.327431645
446.5	0.325862842
447	0.324443448
447.5	0.32294935
448	0.321529957
448.5	0.320110563
449	0.318616465
449.5	0.317122367
450	0.315628268
450.5	0.314208875
451	0.312640072
451.5	0.311220678
452	0.30972658
452.5	0.308307187
453	0.306813088
453.5	0.3054684
454	0.303974302
454.5	0.302629613
455	0.301284925
455.5	0.300014941
456	0.298744957
456.5	0.297549679
457	0.2963544
457.5	0.295383236
458	0.294262662
458.5	0.293216794
459	0.292320335
459.5	0.291498581
460	0.290602122
460.5	0.289855072
461	0.289332138
461.5	0.288659794
462	0.288062154
462.5	0.287613925
463	0.287090991
463.5	0.286792171
464	0.286343941
464.5	0.286194532
465	0.285821007
465.5	0.285596892
466	0.285447482
466.5	0.285298073
467	0.285223368
467.5	0.285073958
468	0.285148663
468.5	0.285073958
469	0.285073958
469.5	0.285148663
470	0.285148663
470.5	0.285372778
471	0.285522187
471.5	0.285671597
472	0.285821007
472.5	0.286045122
473	0.286194532
473.5	0.286493351
474	0.286792171
474.5	0.287016286
475	0.2872404
475.5	0.28753922
476	0.28783804
476.5	0.288136859
477	0.288435679
477.5	0.288809204
478	0.289108023
478.5	0.289406843
479	0.289705663
479.5	0.290004482
480	0.290378007
480.5	0.290751531
481	0.291050351
481.5	0.291423876
482	0.2917974
482.5	0.292170925
483	0.292469745
483.5	0.292843269
484	0.293216794
484.5	0.293515613
485	0.293889138
485.5	0.294262662
486	0.294636187
486.5	0.295009712
487	0.295383236
487.5	0.295756761
488	0.29620499
488.5	0.296578515
489	0.297101449
489.5	0.297474974
490	0.297923203
490.5	0.298371433
491	0.298819662
491.5	0.299342597
492	0.299790826
492.5	0.300313761
493	0.300836695
493.5	0.301434334
494	0.301957269
494.5	0.302554908
495	0.303227252
495.5	0.303824892
496	0.304497236
496.5	0.30516958
497	0.305841924
497.5	0.306588974
498	0.307336023
498.5	0.308157777
499	0.308979531
499.5	0.30987599
500	0.310697744
500.5	0.311743613
501	0.312789482
501.5	0.31383535
502	0.315030629
502.5	0.316225908
503	0.317495891
503.5	0.31884058
504	0.320185268
504.5	0.321604662
505	0.32309876
505.5	0.324667563
506	0.326236366
506.5	0.32780517
507	0.329448678
507.5	0.331017481
508	0.332660989
508.5	0.334229792
509	0.3358733
509.5	0.337516809
510	0.339160317
510.5	0.340803825
511	0.342522038
511.5	0.344165546
512	0.345883759
512.5	0.347527267
513	0.349320185
513.5	0.351038398
514	0.352906021
514.5	0.354773644
515	0.356715972
515.5	0.358733005
516	0.360824742
516.5	0.36291648
517	0.365082922
517.5	0.367398775
518	0.369714627
518.5	0.372105185
519	0.374570447
519.5	0.377110414
520	0.379650381
520.5	0.382339758
521	0.385029135
521.5	0.387718512
522	0.390482594
522.5	0.393321381
523	0.396160167
523.5	0.398998954
524	0.401912446
524.5	0.404825938
525	0.407888839
525.5	0.410877036
526	0.413865232
526.5	0.416928134
527	0.42006574
527.5	0.423203347
528	0.426340953
528.5	0.42947856
529	0.432690871
529.5	0.435828478
530	0.439115494
530.5	0.442327805
531	0.445614821
531.5	0.448901838
532	0.452188854
532.5	0.455550575
533	0.458912296
533.5	0.462348723
534	0.465785149
534.5	0.469221575
535	0.472807411
535.5	0.476393247
536	0.479904378
536.5	0.483490214
537	0.48707605
537.5	0.49073659
538	0.494397131
538.5	0.498207082
539	0.501942328
539.5	0.505677574
540	0.509487524
540.5	0.513297475
541	0.517182131
541.5	0.521066786
542	0.525026147
542.5	0.528910802
543	0.532944868
543.5	0.536904228
544	0.540938294
544.5	0.544972359
545	0.549006425
545.5	0.553115195
546	0.557223965
546.5	0.561332736
547	0.565516211
547.5	0.569699686
548	0.573957866
548.5	0.578216047
549	0.582474227
549.5	0.586807112
550	0.591139997
550.5	0.595547587
551	0.599880472
551.5	0.604213357
552	0.608620947
552.5	0.613028537
553	0.617436127
553.5	0.621843717
554	0.626326012
554.5	0.630808307
555	0.635290602
555.5	0.639772897
556	0.644329897
556.5	0.648737487
557	0.653294487
557.5	0.657776782
558	0.662184372
558.5	0.666666667
559	0.671148962
559.5	0.675631257
560	0.680113551
560.5	0.684595846
561	0.689078141
561.5	0.693485731
562	0.698042731
562.5	0.702599731
563	0.707156731
563.5	0.711564321
564	0.715971911
564.5	0.720379501
565	0.724787091
565.5	0.729269386
566	0.733602271
566.5	0.738009861
567	0.742342746
567.5	0.746675631
568	0.751008516
568.5	0.755266697
569	0.759524877
569.5	0.763857762
570	0.768115942
570.5	0.772299417
571	0.776408188
571.5	0.780591663
572	0.784625728
572.5	0.788659794
573	0.792544449
573.5	0.796578515
574	0.80046317
574.5	0.804347826
575	0.808307187
575.5	0.812042432
576	0.815927088
576.5	0.819811744
577	0.823546989
577.5	0.82720753
578	0.830793366
578.5	0.834379202
579	0.838114448
579.5	0.841550874
580	0.8449873
580.5	0.848349021
581	0.851860152
581.5	0.855147169
582	0.858583595
582.5	0.861870611
583	0.865082922
583.5	0.868220529
584	0.87143284
584.5	0.874346332
585	0.877483938
585.5	0.88039743
586	0.883385627
586.5	0.886224414
587	0.888988495
587.5	0.891677872
588	0.894441954
588.5	0.897206036
589	0.899895413
589.5	0.902510085
590	0.905124757
590.5	0.907590019
591	0.910129987
591.5	0.912520544
592	0.914836396
592.5	0.917301658
593	0.919542806
593.5	0.921559839
594	0.923950396
594.5	0.926042134
595	0.928059166
595.5	0.930225609
596	0.932167937
596.5	0.934259674
597	0.936202002
597.5	0.93814433
598	0.940011953
598.5	0.941804871
599	0.943597789
599.5	0.945316002
600	0.94695951
600.5	0.948677723
601	0.950171821
601.5	0.951815329
602	0.953234723
602.5	0.954878231
603	0.956372329
603.5	0.957717018
604	0.959136411
604.5	0.9604811
605	0.961900493
605.5	0.963245182
606	0.964515165
606.5	0.965785149
607	0.966980427
607.5	0.968175706
608	0.969370985
608.5	0.970566263
609	0.971612132
609.5	0.972583296
610	0.97370387
610.5	0.974675034
611	0.975571493
611.5	0.976692066
612	0.97751382
612.5	0.978410279
613	0.979232033
613.5	0.980128492
614	0.981024951
614.5	0.981697296
615	0.98251905
615.5	0.983340804
616	0.983863738
616.5	0.984760197
617	0.985507246
617.5	0.986104886
618	0.98677723
618.5	0.987524279
619	0.988047214
619.5	0.988794263
620	0.989242492
620.5	0.989765427
621	0.990213656
621.5	0.990960705
622	0.99133423
622.5	0.991782459
