0.000	202.548	210.121	217.687	225.246	232.798	240.343	247.881	255.411	262.934	270.451	277.960	285.462	292.956	300.444	307.925	315.398	322.864	330.323	337.775	345.220	352.658	360.088	367.512	374.928	382.337	389.739	397.134	404.522	411.902	419.275	426.642	434.001	441.353	448.697	456.035	463.365	470.689	478.005	485.314	492.615	499.910	507.197	514.478	521.751	529.017	536.276	543.527	550.772	558.009	565.239	572.462	579.678	586.886	594.088	601.282	608.469	615.649	622.822	629.987	637.146	644.297	651.441	658.578	665.707	672.830	679.945	687.053	694.154	701.248	708.334	715.414	722.486	729.551	736.608	743.659	750.702	757.739	764.768	771.789	778.804	785.811	792.812	799.805	806.790	813.769	820.740	827.705	834.662	841.611	848.554	855.489	862.417	869.338	876.252	883.159	890.058	896.950	903.835	910.713	917.583	924.447	931.303	938.151	944.993	951.827	958.655	965.474	972.287	979.093	985.891	992.682	999.466	1006.243	1013.012	1019.774	1026.529	1033.277	1040.017	1046.750	1053.476	1060.195	1066.907	1073.611	1080.308	1086.998	1093.680	1100.356	1107.024	1113.685	1117.844
206000.000	-306.864	-74.739	-18.614	-41.426	35.636	7.011	85.949	-14.176	-48.239	-7.739	14.699	-21.176	8.074	-7.114	-13.051	20.824	117.199	7.449	-33.301	5.511	-26.676	-25.051	7.136	-15.426	2.011	5.511	-27.926	-18.426	7.886	-21.864	0.824	-24.739	22.199	-31.426	-11.176	-5.426	-3.114	10.949	8.886	26.824	-15.239	40.699	-9.301	13.886	14.074	5.136	-12.989	-11.864	23.136	2.574	-14.989	-29.426	79.261	24.761	-9.364	15.199	-12.426	-41.676	4.324	-27.051	-8.301	-28.739	56.949	17.949	13.949	-7.926	-27.801	-15.989	-47.114	14.261	-9.676	-8.801	-22.989	1.074	32.386	-11.551	-13.739	-8.676	11.261	7.824	8.449	-43.364	-10.301	-20.739	-3.176	-21.864	-4.739	10.074	8.074	-6.676	1.574	-25.551	-25.114	140.074	-56.489	109.699	-19.364	20.886	-27.114	30.636	-21.551	-8.301	23.824	-32.801	10.074	-23.114	-8.989	-3.551	46.886	-10.676	-16.489	22.136	49.699	45.261	4.386	-8.114	-31.864	-14.051	-1.926	15.324	22.136	69.699	51.949	51.449	-1.739	42.511	-15.051	-36.551	-146.301	-1173.551
207000.000	-315.125	-73.562	-9.562	-44.312	34.437	7.437	75.500	-11.500	-42.187	-6.062	14.312	-24.625	6.562	-4.437	-23.937	18.187	125.812	5.875	-36.687	5.625	-17.375	-24.000	14.500	-14.625	12.000	-2.000	-42.937	-16.937	8.687	-20.062	-0.187	-19.437	34.875	-29.875	1.375	-0.625	-12.375	-4.812	-3.062	19.937	-6.875	29.625	-12.312	10.750	-4.625	10.687	-5.125	-17.062	23.062	8.250	-20.062	-31.437	68.750	24.625	-20.062	12.500	-16.562	-45.187	11.625	-27.000	-19.312	-29.500	44.875	13.750	14.625	-11.875	-39.812	-32.375	-42.125	8.875	0.062	-8.250	-22.125	-5.437	45.687	-21.812	-16.562	-14.187	-0.437	0.187	7.250	-53.812	-7.812	-13.562	-9.750	-5.812	-19.250	13.625	-11.562	-0.562	-0.875	-30.437	-36.625	135.937	-63.500	108.250	-31.250	25.187	-29.625	29.812	-25.812	-12.687	26.750	-28.187	2.875	-18.562	-13.125	-11.562	43.937	2.000	-12.000	13.125	45.375	46.125	8.875	-14.625	-31.562	-13.250	-8.937	19.500	26.437	56.875	43.000	46.750	2.375	40.687	-4.625	-33.375	-152.687	-1175.625
208000.000	-315.205	-70.267	-20.080	-49.205	28.358	17.420	73.545	-12.142	-45.017	-3.205	14.920	-18.517	13.920	-3.142	-13.830	6.795	122.983	8.608	-24.955	15.170	-13.080	-22.705	4.170	-19.580	10.920	1.545	-35.830	-15.142	4.233	-17.017	3.420	-16.205	21.670	-35.455	-15.767	4.920	3.295	2.733	1.983	24.733	-18.517	41.920	-11.080	0.045	7.295	15.858	9.233	-15.642	22.795	2.233	-13.017	-39.142	73.108	19.358	-16.892	10.233	-17.455	-46.892	0.358	-25.767	-23.955	-37.455	51.733	9.295	17.670	-10.517	-30.517	-18.705	-43.892	19.983	-0.642	-8.955	-19.705	2.295	35.545	-12.330	-18.330	-17.892	2.733	19.295	1.983	-49.330	-6.517	-20.455	-14.767	-7.830	-7.267	9.358	-11.142	-7.330	-0.517	-27.517	-40.705	138.295	-49.080	108.108	-20.830	21.858	-26.205	27.295	-16.267	-10.142	21.670	-38.142	12.545	-15.705	-9.205	-8.830	50.108	-2.267	-9.080	13.170	46.420	53.545	6.670	-13.955	-24.205	-14.767	3.608	19.295	29.545	63.170	40.670	46.545	-1.642	33.295	-2.517	-29.392	-143.892	-1177.142
209000.000	-312.023	-70.960	-2.898	-38.210	28.415	11.165	36.102	-1.398	-35.835	-4.398	16.852	-17.835	8.040	-0.710	-16.585	21.915	125.915	17.915	-39.398	10.415	-20.023	-23.523	4.477	-4.273	11.477	12.915	-33.023	0.540	38.727	29.290	63.352	58.665	144.727	153.102	375.602	841.165	1826.290	3735.852	6830.790	11189.040	16600.665	22667.665	28307.790	32991.977	36147.352	37372.227	36830.602	34739.477	31688.540	27721.352	23617.977	19585.790	15954.102	12636.477	9962.727	7772.415	5905.852	4437.352	3356.852	2485.977	1858.852	1371.227	1105.290	815.290	610.727	449.227	318.102	242.477	164.977	203.102	140.165	101.852	82.415	76.415	102.415	50.290	35.227	33.540	48.352	44.290	46.977	-8.835	11.227	8.665	8.227	4.852	8.165	51.915	11.602	7.977	9.727	-23.648	-29.273	130.852	-62.460	87.227	-19.835	25.727	-31.898	38.415	-16.835	-16.085	9.415	-30.460	13.290	-22.898	-7.273	16.227	41.977	-13.710	-21.523	4.040	45.852	43.227	8.727	-10.335	-34.898	-20.773	1.727	31.790	25.665	62.602	56.727	47.415	-0.648	39.540	-10.648	-35.648	-155.210	-1184.023
210000.000	-305.977	-62.352	-8.040	-39.915	35.210	11.898	42.398	-11.790	-48.290	0.210	15.148	-21.227	24.398	-4.290	-11.290	16.273	119.335	9.835	-25.977	11.835	-16.477	-17.915	7.648	-14.415	17.710	0.460	-36.790	-4.915	29.148	11.773	52.210	30.148	102.585	66.585	171.398	359.023	788.460	1618.085	3034.523	5076.460	7552.898	10454.648	13091.523	15325.398	16825.460	17469.335	17239.523	16274.773	14868.898	13101.773	11169.773	9280.460	7612.335	6031.460	4735.023	3720.085	2831.648	2117.835	1631.585	1195.960	903.523	664.835	579.648	419.335	329.773	230.085	154.085	133.710	75.835	134.273	81.648	69.273	46.148	53.023	85.710	25.523	28.835	12.023	42.835	34.460	34.210	-15.227	6.898	4.335	15.210	1.460	-2.477	47.585	4.023	7.023	0.273	-31.977	-40.290	128.273	-47.227	81.710	-24.415	20.960	-24.040	31.648	-17.602	-8.102	22.773	-33.727	11.085	-20.790	-4.852	31.460	39.710	-4.040	-15.665	8.210	57.023	50.773	1.023	-7.790	-27.165	-5.352	11.148	23.898	25.898	73.085	46.398	55.148	10.460	39.273	-4.915	-24.477	-140.102	-1179.602
211000.000	-304.449	-59.386	-21.324	-44.324	35.864	20.864	45.926	-11.136	-42.511	-2.011	17.114	-16.386	17.926	4.864	-14.636	23.051	124.051	19.739	-32.261	17.551	-17.199	-14.636	1.864	-7.511	16.864	15.801	-26.699	-12.949	27.489	21.926	41.301	33.176	80.614	39.989	118.426	245.614	527.801	1094.114	2067.114	3464.364	5180.989	7177.114	8991.551	10571.676	11619.614	12045.676	11883.551	11227.551	10316.301	9033.551	7725.864	6400.489	5286.426	4193.551	3297.301	2576.864	1971.239	1471.676	1146.176	828.676	636.176	448.676	433.989	304.926	234.614	171.489	110.051	96.239	44.864	109.364	65.301	47.864	35.614	47.176	82.614	26.301	19.864	16.926	33.364	39.114	27.051	-24.636	13.114	0.551	7.864	2.926	8.114	47.989	1.426	8.864	16.176	-17.761	-35.761	118.739	-59.324	84.051	-13.261	35.989	-24.699	37.426	-15.949	-7.636	24.801	-31.199	17.364	-12.324	-19.449	30.114	41.801	0.614	-3.699	15.739	57.739	47.676	10.739	-10.886	-25.136	-6.074	-3.199	25.989	20.426	64.614	52.801	46.051	13.301	41.364	4.301	-32.886	-147.511	-1175.011
212000.000	-305.614	-67.364	-13.051	-33.551	26.699	18.324	42.511	-7.051	-42.801	-4.801	19.886	-21.364	15.199	-8.301	-3.989	18.324	123.386	19.449	-31.114	4.824	-14.176	-17.301	7.136	-9.864	15.886	13.949	-27.114	0.636	26.261	15.511	44.761	19.824	84.324	31.886	94.449	194.324	399.324	836.824	1560.824	2646.074	3940.886	5491.261	6889.324	8090.574	8868.511	9227.199	9116.074	8624.574	7892.074	6921.324	5940.199	4900.136	4082.074	3211.074	2540.824	1995.199	1512.324	1121.386	870.574	641.511	496.949	355.824	353.324	244.699	204.699	146.199	89.511	80.449	34.761	88.074	63.011	44.199	28.136	44.449	79.011	19.949	20.324	25.386	37.136	30.324	35.386	-29.114	13.574	-8.176	9.886	4.636	-0.864	55.136	2.699	8.949	7.011	-18.239	-24.739	134.324	-50.551	104.011	-12.676	28.074	-20.426	37.074	-14.739	-8.489	35.699	-22.926	25.886	-16.926	7.949	24.824	37.136	-2.864	-7.301	16.199	58.949	64.136	10.074	-3.801	-30.364	-7.426	6.886	22.199	25.949	66.511	58.636	46.386	4.886	47.074	-7.426	-30.864	-141.239	-1170.739
213000.000	-312.972	-62.659	-5.597	-44.472	31.591	11.966	48.341	-14.659	-46.347	-3.722	33.028	-19.284	9.153	-2.409	-17.284	21.591	117.341	11.153	-27.347	18.966	-14.472	-24.597	5.778	-6.784	6.841	14.216	-32.784	-1.722	24.403	15.341	47.341	25.903	77.028	29.591	76.903	154.153	325.591	666.716	1262.153	2137.653	3158.278	4445.716	5572.403	6536.278	7203.528	7465.341	7376.028	6994.153	6401.966	5635.466	4784.653	3971.841	3339.028	2621.528	2052.716	1628.091	1226.903	903.778	724.216	523.716	409.216	290.091	294.466	203.778	166.966	112.028	69.966	61.216	20.403	79.778	52.466	31.028	16.841	50.903	72.591	24.528	19.278	1.966	32.903	30.403	31.528	-39.097	2.653	-6.722	5.591	4.466	-2.409	42.841	6.091	5.966	9.341	-15.222	-29.534	135.216	-46.597	114.778	-19.347	23.841	-25.222	44.716	-13.222	2.403	22.216	-28.097	17.966	-9.847	-5.722	23.903	41.466	-1.972	-11.909	16.653	48.466	57.966	10.966	-8.409	-24.972	-2.847	5.153	28.591	28.778	72.716	51.278	48.278	8.466	41.341	0.403	-32.284	-147.347	-1172.284
214000.000	-318.051	-74.426	-12.801	-48.801	25.886	16.699	49.136	-12.364	-41.739	4.261	22.074	-22.801	20.449	-4.864	-8.239	12.886	141.136	12.886	-29.614	12.261	-20.239	-24.551	2.574	-10.426	12.261	-0.301	-29.239	-2.551	21.511	13.386	28.824	10.824	58.011	12.074	56.949	124.074	270.449	550.074	1031.761	1765.574	2644.761	3693.449	4638.199	5449.949	5977.636	6241.011	6168.636	5839.261	5336.074	4692.636	3989.261	3316.699	2797.261	2194.949	1722.136	1372.136	1018.324	750.386	601.386	438.699	334.386	237.074	265.011	173.574	137.824	90.386	51.074	53.511	13.511	69.074	39.824	32.011	7.699	33.761	59.386	15.949	10.136	-2.176	30.324	28.199	23.199	-26.489	4.699	-4.364	2.511	7.261	2.011	40.636	5.074	11.449	3.886	-30.926	-30.426	130.761	-56.614	118.511	-23.989	35.574	-31.801	31.699	-16.989	-10.114	17.761	-22.989	10.074	-10.301	-5.989	29.011	41.136	0.449	-5.989	21.074	51.136	47.699	8.511	-16.801	-20.989	-4.676	8.761	30.199	26.261	75.636	50.324	57.949	3.199	39.886	-3.364	-33.301	-148.801	-1177.176
