202.548	-108.426
210.121	-3.426
217.687	18.324
225.246	-5.239
232.798	18.074
240.343	2.824
247.881	26.074
255.411	-13.239
262.934	-29.551
270.451	-15.176
277.960	3.824
285.462	-16.551
292.956	10.636
300.444	5.574
307.925	20.136
315.398	40.136
322.864	106.886
330.323	84.636
337.775	95.199
345.220	156.011
352.658	242.199
360.088	387.886
367.512	561.136
374.928	777.824
382.337	1087.011
389.739	1486.824
397.134	1927.949
404.522	2484.449
411.902	3093.074
419.275	3679.199
426.642	4431.574
434.001	5249.011
441.353	6098.074
448.697	6965.074
456.035	7954.886
463.365	9007.199
470.689	10110.824
478.005	11275.199
485.314	12545.949
492.615	13867.511
499.910	15209.199
507.197	16766.574
514.478	18340.386
521.751	19881.636
529.017	21469.136
536.276	23049.324
543.527	24713.449
550.772	26276.636
558.009	28032.636
565.239	29745.886
572.462	31543.136
579.678	33304.761
586.886	34793.449
594.088	36280.824
601.282	38130.886
608.469	39967.636
615.649	41612.011
622.822	43230.574
629.987	44377.824
637.146	45788.074
644.297	47381.261
651.441	48640.636
658.578	49830.074
665.707	50711.824
672.830	51507.136
679.945	52220.136
687.053	52907.449
694.154	53586.949
701.248	53840.949
708.334	53931.886
715.414	53697.449
722.486	52224.136
729.551	51762.074
736.608	52664.386
743.659	53446.761
750.702	53562.386
757.739	52987.574
764.768	53156.011
771.789	52771.636
778.804	51764.324
785.811	50506.074
792.812	48991.511
799.805	47657.011
806.790	46498.699
813.769	45649.699
820.740	44936.761
827.705	44261.011
834.662	44163.824
841.611	43976.949
848.554	43686.824
855.489	43215.261
862.417	42459.449
869.338	41141.324
876.252	39252.199
883.159	37337.824
890.058	35922.886
896.950	34891.074
903.835	35365.886
910.713	36558.761
917.583	37538.386
924.447	37114.386
931.303	34545.261
938.151	25899.636
944.993	20312.324
951.827	23860.949
958.655	27458.386
965.474	28594.761
972.287	27665.074
979.093	26644.699
985.891	25858.136
992.682	24702.324
999.466	22791.699
1006.243	21015.949
1013.012	19424.636
1019.774	17821.699
1026.529	15957.074
1033.277	14168.324
1040.017	12473.136
1046.750	10962.136
1053.476	9398.886
1060.195	7924.136
1066.907	6621.136
1073.611	5550.011
1080.308	4479.136
1086.998	3287.511
1093.680	2270.886
1100.356	1452.511
1107.024	853.011
1113.685	393.949
1117.844	-548.614
